"","tDd","reD","NpDd"
"131",0.00139602860856651,"20",0.00627303758669428
"132",0.00152425441714945,"20",0.00662157191437817
"133",0.00166425781960537,"20",0.00699145545338901
"134",0.00181712059283214,"20",0.00738412411997135
"135",0.00198402387538584,"20",0.0078011176336749
"136",0.00216625729389038,"20",0.0082440873842195
"137",0.00236522892771171,"20",0.00871480491217131
"138",0.00258247618889143,"20",0.00921517105221126
"139",0.00281967770140687,"20",0.00974722579355455
"140",0.00307866627154617,"20",0.0103131589123924
"141",0.00336144304961765,"20",0.0109153214401719
"142",0.00367019299241813,"20",0.0115562380339244
"143",0.00400730174593538,"20",0.012238620320224
"144",0.0043753740787338,"20",0.0129653812939851
"145",0.00477725400845429,"20",0.013739650851386
"146",0.00521604677694144,"20",0.0145647925554592
"147",0.00569514284379537,"20",0.0154444217262472
"148",0.00621824408374123,"20",0.0163824249674333
"149",0.00678939239023802,"20",0.0173829812428368
"150",0.00741300090634078,"20",0.0184505846275458
"151",0.00809388812413047,"20",0.0195900688685748
"152",0.00883731511619062,"20",0.0208066339038945
"153",0.00964902618681073,"20",0.0221058744964532
"154",0.0105352932570195,"20",0.0234938111610045
"155",0.0115029643264017,"20",0.0249769235841919
"156",0.0125595163861537,"20",0.026562186747158
"157",0.0137131131922241,"20",0.0282571100067712
"158",0.0149726683449426,"20",0.0300697793947995
"159",0.016347914162538,"20",0.0320089034274163
"160",0.0178494768807179,"20",0.0340838627109035
"161",0.0194889587593613,"20",0.0363047636027535
"162",0.0212790277307449,"20",0.0386824961463418
"163",0.0232335152819961,"20",0.0412287964185672
"164",0.02536752332809,"20",0.0439563133680332
"165",0.0276975409011762,"20",0.0468786802147359
"166",0.0302415715578683,"20",0.0500105905822261
"167",0.0330192724889463,"20",0.0533678797907143
"168",0.0360521064063423,"20",0.0569676121866129
"169",0.0393635073810104,"20",0.0608281759562671
"170",0.0429790619130723,"20",0.0649693874200636
"171",0.0469267066333328,"20",0.0694126071282802
"172",0.0512369441637602,"20",0.0741808698424086
"173",0.0559430788048429,"20",0.0792990294325719
"174",0.061081473870927,"20",0.0847939176417077
"175",0.066691832661912,"20",0.0906945125100395
"176",0.0728175052423136,"20",0.0970321082902295
"177",0.0795058233981114,"20",0.103840474399656
"178",0.0868084663595217,"20",0.111155986874922
"179",0.09478186011556,"20",0.119017712949771
"180",0.103487613405812,"20",0.127467428060212
"181",0.112992993758228,"20",0.136549545464758
"182",0.123371447251193,"20",0.146310941561153
"183",0.134703166015951,"20",0.156800664466756
"184",0.14707570786437,"20",0.168069518700496
"185",0.160584672829767,"20",0.18016952386612
"186",0.175334441848303,"20",0.193153248928035
"187",0.191438983288556,"20",0.207073025503009
"188",0.20902273356118,"20",0.221980043053335
"189",0.228221558612926,"20",0.237923326413071
"190",0.249183803734285,"20",0.254948592281558
"191",0.272071439792412,"20",0.273096977408767
"192",0.297061314746,"20",0.292403628388483
"193",0.324346520112336,"20",0.312896142224971
"194",0.354137882944917,"20",0.334592849482426
"195",0.386665594849828,"20",0.357500938002893
"196",0.422180990627953,"20",0.38161442560951
"197",0.460958490286219,"20",0.406912005003651
"198",0.503297719423376,"20",0.433354802923961
"199",0.549525824374092,"20",0.460884119000328
"200",0.6,"20",0.489419236864271
"201",0.000169425534204519,"50",0.0010255116382858
"202",0.000184987340019,"50",0.00108262368312629
"203",0.000201978504172792,"50",0.00114324273889716
"204",0.000220530313824117,"50",0.00120760516997025
"205",0.000240786114911306,"50",0.00127596445218155
"206",0.000262902419756772,"50",0.00134859247076621
"207",0.000287050116404866,"50",0.00142578091965672
"208",0.00031341578903792,"50",0.00150784281049378
"209",0.00034220315967305,"50",0.00159511409953558
"210",0.000373634662279413,"50",0.00168795544251011
"211",0.000407953161478787,"50",0.0017867540872563
"212",0.000445423829109517,"50",0.00189192591535546
"213",0.000486336193153637,"50",0.00200391764477389
"214",0.000531006374858803,"50",0.00212320920626003
"215",0.000579779531340807,"50",0.00225031630779725
"216",0.000633032522540144,"50",0.00238579320184264
"217",0.000691176823139658,"50",0.00253023567219456
"218",0.000754661701943022,"50",0.00268428425775851
"219",0.000823977693280469,"50",0.00284862773289484
"220",0.000899660387264576,"50",0.0030240068646053
"221",0.000982294568182617,"50",0.00321121846912598
"222",0.00107251873300198,"50",0.00341111979282542
"223",0.00117103002490219,"50",0.00362463324246083
"224",0.00127858961995388,"50",0.00385275149473757
"225",0.00139602860856651,"50",0.00409654301499696
"226",0.00152425441714945,"50",0.00435715801807771
"227",0.00166425781960537,"50",0.00463583490933363
"228",0.00181712059283214,"50",0.00493390724216297
"229",0.00198402387538584,"50",0.00525281123678271
"230",0.00216625729389038,"50",0.00559409390484972
"231",0.00236522892771171,"50",0.00595942182946247
"232",0.00258247618889143,"50",0.00635059065501982
"233",0.00281967770140687,"50",0.00676953534472659
"234",0.00307866627154617,"50",0.00721834126810163
"235",0.00336144304961765,"50",0.00769925618856155
"236",0.00367019299241813,"50",0.00821470322228648
"237",0.00400730174593538,"50",0.00876729485103311
"238",0.0043753740787338,"50",0.00935984807413804
"239",0.00477725400845429,"50",0.00999540079283257
"240",0.00521604677694144,"50",0.0106772295303196
"241",0.00569514284379537,"50",0.0114088685956561
"242",0.00621824408374123,"50",0.0121941308112357
"243",0.00678939239023802,"50",0.013037129932536
"244",0.00741300090634078,"50",0.0139423049010639
"245",0.00809388812413047,"50",0.0149144460840478
"246",0.00883731511619062,"50",0.0159587236710298
"247",0.00964902618681073,"50",0.0170807184113955
"248",0.0105352932570195,"50",0.0182864549056169
"249",0.0115029643264017,"50",0.0195824376745265
"250",0.0125595163861537,"50",0.0209756902552787
"251",0.0137131131922241,"50",0.0224737975847826
"252",0.0149726683449426,"50",0.0240849519221898
"253",0.016347914162538,"50",0.0258180025614492
"254",0.0178494768807179,"50",0.0276825095347059
"255",0.0194889587593613,"50",0.029688801487523
"256",0.0212790277307449,"50",0.0318480378964263
"257",0.0232335152819961,"50",0.0341722758243409
"258",0.02536752332809,"50",0.0366745415546373
"259",0.0276975409011762,"50",0.0393689076700092
"260",0.0302415715578683,"50",0.0422705764698455
"261",0.0330192724889463,"50",0.0453959709931321
"262",0.0360521064063423,"50",0.0487628351841252
"263",0.0393635073810104,"50",0.0523903447793692
"264",0.0429790619130723,"50",0.0562992300959195
"265",0.0469267066333328,"50",0.0605119109180607
"266",0.0512369441637602,"50",0.0650526420389501
"267",0.0559430788048429,"50",0.0699476657846702
"268",0.061081473870927,"50",0.0752253651920331
"269",0.066691832661912,"50",0.0809164088541969
"270",0.0728175052423136,"50",0.0870538761180531
"271",0.0795058233981114,"50",0.0936733498278623
"272",0.0868084663595217,"50",0.10081296343756
"273",0.09478186011556,"50",0.108513390164676
"274",0.103487613405812,"50",0.116817763838624
"275",0.112992993758228,"50",0.125771523786968
"276",0.123371447251193,"50",0.135422178915226
"277",0.134703166015951,"50",0.145818988483825
"278",0.14707570786437,"50",0.157012558298201
"279",0.160584672829767,"50",0.169054350872718
"280",0.175334441848303,"50",0.18199610651257
"281",0.191438983288556,"50",0.195889169325459
"282",0.20902273356118,"50",0.210783708802647
"283",0.228221558612926,"50",0.226727824091873
"284",0.249183803734285,"50",0.243766515521132
"285",0.272071439792412,"50",0.261940506765031
"286",0.297061314746,"50",0.281284901943871
"287",0.324346520112336,"50",0.301827665066166
"288",0.354137882944917,"50",0.323587915074724
"289",0.386665594849828,"50",0.346574038140143
"290",0.422180990627953,"50",0.370781630191182
"291",0.460958490286219,"50",0.396191297168382
"292",0.503297719423376,"50",0.422766358265356
"293",0.549525824374092,"50",0.450450518987076
"294",0.6,"50",0.479165606232825
"295",0.000287050116404866,"100",0.00101655051831796
"296",0.00031341578903792,"100",0.00108118153709405
"297",0.00034220315967305,"100",0.00115028958412058
"298",0.000373634662279413,"100",0.00122420509562742
"299",0.000407953161478787,"100",0.00130328394128897
"300",0.000445423829109517,"100",0.00138790943659046
"301",0.000486336193153637,"100",0.00147849451757036
"302",0.000531006374858803,"100",0.00157548409125873
"303",0.000579779531340807,"100",0.00167935757612831
"304",0.000633032522540144,"100",0.00179063164844319
"305",0.000691176823139658,"100",0.00190986321101803
"306",0.000754661701943022,"100",0.00203765260299889
"307",0.000823977693280469,"100",0.00217464707038827
"308",0.000899660387264576,"100",0.00232154451879586
"309",0.000982294568182617,"100",0.00247909757141348
"310",0.00107251873300198,"100",0.00264811795833579
"311",0.00117103002490219,"100",0.00282948126289511
"312",0.00127858961995388,"100",0.00302413205660248
"313",0.00139602860856651,"100",0.0032330894528719
"314",0.00152425441714945,"100",0.00345745311557533
"315",0.00166425781960537,"100",0.00369840975969543
"316",0.00181712059283214,"100",0.00395724018416858
"317",0.00198402387538584,"100",0.00423532688235714
"318",0.00216625729389038,"100",0.00453416227704377
"319",0.00236522892771171,"100",0.00485535763246666
"320",0.00258247618889143,"100",0.00520065269903351
"321",0.00281967770140687,"100",0.00557192615255064
"322",0.00307866627154617,"100",0.00597120689333928
"323",0.00336144304961765,"100",0.00640068627706325
"324",0.00367019299241813,"100",0.00686273135547186
"325",0.00400730174593538,"100",0.00735989920970664
"326",0.0043753740787338,"100",0.00789495246935914
"327",0.00477725400845429,"100",0.00847087611398343
"328",0.00521604677694144,"100",0.00909089566580069
"329",0.00569514284379537,"100",0.00975849688710439
"330",0.00621824408374123,"100",0.0104774471131906
"331",0.00678939239023802,"100",0.011251818352507
"332",0.00741300090634078,"100",0.0120860123105245
"333",0.00809388812413047,"100",0.0129847875004258
"334",0.00883731511619062,"100",0.013953288625047
"335",0.00964902618681073,"100",0.0149970784337018
"336",0.0105352932570195,"100",0.0161221722705408
"337",0.0115029643264017,"100",0.0173350755534877
"338",0.0125595163861537,"100",0.0186428244196317
"339",0.0137131131922241,"100",0.0200530297782944
"340",0.0149726683449426,"100",0.0215739249930756
"341",0.016347914162538,"100",0.023214417397913
"342",0.0178494768807179,"100",0.024984143841889
"343",0.0194889587593613,"100",0.0268935304774413
"344",0.0212790277307449,"100",0.0289538570892022
"345",0.0232335152819961,"100",0.0311773263998223
"346",0.02536752332809,"100",0.0335771390266443
"347",0.0276975409011762,"100",0.0361675750183134
"348",0.0302415715578683,"100",0.0389640831512762
"349",0.0330192724889463,"100",0.0419833792601636
"350",0.0360521064063423,"100",0.0452435547216934
"351",0.0393635073810104,"100",0.0487641956599675
"352",0.0429790619130723,"100",0.0525665124283679
"353",0.0469267066333328,"100",0.0566734774372574
"354",0.0512369441637602,"100",0.0611099675604162
"355",0.0559430788048429,"100",0.0659029053658639
"356",0.061081473870927,"100",0.0710813915613387
"357",0.066691832661912,"100",0.0766768196335465
"358",0.0728175052423136,"100",0.0827229629765016
"359",0.0795058233981114,"100",0.0892560249881851
"360",0.0868084663595217,"100",0.0963146435777607
"361",0.09478186011556,"100",0.103939843220793
"362",0.103487613405812,"100",0.112174929527856
"363",0.112992993758228,"100",0.12106532301923
"364",0.123371447251193,"100",0.130658329773455
"365",0.134703166015951,"100",0.141002846687433
"366",0.14707570786437,"100",0.152148997905942
"367",0.160584672829767,"100",0.164147696852458
"368",0.175334441848303,"100",0.177050125369065
"369",0.191438983288556,"100",0.190907118254828
"370",0.20902273356118,"100",0.205768438621976
"371",0.228221558612926,"100",0.221681927275459
"372",0.249183803734285,"100",0.238692508437937
"373",0.272071439792412,"100",0.256841034617699
"374",0.297061314746,"100",0.276162955784952
"375",0.324346520112336,"100",0.296686802028008
"376",0.354137882944917,"100",0.318432475064439
"377",0.386665594849828,"100",0.341409352244545
"378",0.422180990627953,"100",0.365614217385741
"379",0.460958490286219,"100",0.391029046477279
"380",0.503297719423376,"100",0.417618693107312
"381",0.549525824374092,"100",0.445328539238073
"382",0.6,"100",0.474082201360492
"383",0.000633032522540144,"10^3",0.00107801812444453
"384",0.000691176823139658,"10^3",0.00116371081280514
"385",0.000754661701943022,"10^3",0.00125636609198448
"386",0.000823977693280469,"10^3",0.00135655847539226
"387",0.000899660387264576,"10^3",0.0014649104335562
"388",0.000982294568182617,"10^3",0.00158209643380935
"389",0.00107251873300198,"10^3",0.001708847323007
"390",0.00117103002490219,"10^3",0.00184595508212762
"391",0.00127858961995388,"10^3",0.0019942779849713
"392",0.00139602860856651,"10^3",0.00215474619504048
"393",0.00152425441714945,"10^3",0.00232836783855707
"394",0.00166425781960537,"10^3",0.00251623559374199
"395",0.00181712059283214,"10^3",0.00271953384124314
"396",0.00198402387538584,"10^3",0.00293954642298703
"397",0.00216625729389038,"10^3",0.00317766506220623
"398",0.00236522892771171,"10^3",0.00343539850060132
"399",0.00258247618889143,"10^3",0.00371438241485955
"400",0.00281967770140687,"10^3",0.00401639017857075
"401",0.00307866627154617,"10^3",0.00434334454178556
"402",0.00336144304961765,"10^3",0.00469733030831929
"403",0.00367019299241813,"10^3",0.00508060809403968
"404",0.00400730174593538,"10^3",0.00549562926061853
"405",0.0043753740787338,"10^3",0.00594505212541193
"406",0.00477725400845429,"10^3",0.00643175955744147
"407",0.00521604677694144,"10^3",0.00695887808071841
"408",0.00569514284379537,"10^3",0.0075297986171513
"409",0.00621824408374123,"10^3",0.00814819901387811
"410",0.00678939239023802,"10^3",0.00881806851471783
"411",0.00741300090634078,"10^3",0.00954373434696128
"412",0.00809388812413047,"10^3",0.0103298906069565
"413",0.00883731511619062,"10^3",0.0111816296374526
"414",0.00964902618681073,"10^3",0.0121044760921958
"415",0.0105352932570195,"10^3",0.0131044238857015
"416",0.0115029643264017,"10^3",0.0141879762298738
"417",0.0125595163861537,"10^3",0.0153621889665236
"418",0.0137131131922241,"10^3",0.0166347174359954
"419",0.0149726683449426,"10^3",0.0180138671749129
"420",0.016347914162538,"10^3",0.0195086488276585
"421",0.0178494768807179,"10^3",0.0211288377696681
"422",0.0194889587593613,"10^3",0.0228850390688805
"423",0.0212790277307449,"10^3",0.0247887585120412
"424",0.0232335152819961,"10^3",0.0268524804458327
"425",0.02536752332809,"10^3",0.0290897530766921
"426",0.0276975409011762,"10^3",0.0315152815888992
"427",0.0302415715578683,"10^3",0.0341450289466857
"428",0.0330192724889463,"10^3",0.0369963235589569
"429",0.0360521064063423,"10^3",0.040087972157352
"430",0.0393635073810104,"10^3",0.043440375363038
"431",0.0429790619130723,"10^3",0.0470756426196683
"432",0.0469267066333328,"10^3",0.0510177025658209
"433",0.0512369441637602,"10^3",0.0552924046424289
"434",0.0559430788048429,"10^3",0.0599276077864979
"435",0.061081473870927,"10^3",0.0649532524430818
"436",0.066691832661912,"10^3",0.0704014127415018
"437",0.0728175052423136,"10^3",0.0763063263102464
"438",0.0795058233981114,"10^3",0.0827043997023508
"439",0.0868084663595217,"10^3",0.0896341874904536
"440",0.09478186011556,"10^3",0.0971363427057261
"441",0.103487613405812,"10^3",0.105253535301376
"442",0.112992993758228,"10^3",0.114030333802604
"443",0.123371447251193,"10^3",0.123513043370577
"444",0.134703166015951,"10^3",0.133749491342875
"445",0.14707570786437,"10^3",0.144788749148447
"446",0.160584672829767,"10^3",0.156680777508565
"447",0.175334441848303,"10^3",0.16947598025296
"448",0.191438983288556,"10^3",0.183224650907315
"449",0.20902273356118,"10^3",0.197976295648512
"450",0.228221558612926,"10^3",0.21377881626692
"451",0.249183803734285,"10^3",0.230677537493733
"452",0.272071439792412,"10^3",0.248714064548075
"453",0.297061314746,"10^3",0.267924959246598
"454",0.324346520112336,"10^3",0.288340226649962
"455",0.354137882944917,"10^3",0.309981609383642
"456",0.386665594849828,"10^3",0.332860693831617
"457",0.422180990627953,"10^3",0.35697684175644
"458",0.460958490286219,"10^3",0.382314973256979
"459",0.503297719423376,"10^3",0.408843242660946
"460",0.549525824374092,"10^3",0.436510668534501
"461",0.6,"10^3",0.465244802758015
"462",0.000754661701943022,"10^4",0.00104624940021579
"463",0.000823977693280469,"10^4",0.00113445079222097
"464",0.000899660387264576,"10^4",0.00123014595901271
"465",0.000982294568182617,"10^4",0.00133397562126806
"466",0.00107251873300198,"10^4",0.00144663557073585
"467",0.00117103002490219,"10^4",0.00156888142487557
"468",0.00127858961995388,"10^4",0.00170153379375699
"469",0.00139602860856651,"10^4",0.00184548389474866
"470",0.00152425441714945,"10^4",0.00200169965408549
"471",0.00166425781960537,"10^4",0.0021712323379127
"472",0.00181712059283214,"10^4",0.00235522375834718
"473",0.00198402387538584,"10^4",0.00255491410513093
"474",0.00216625729389038,"10^4",0.00277165045683947
"475",0.00236522892771171,"10^4",0.00300689603117188
"476",0.00258247618889143,"10^4",0.00326224023839173
"477",0.00281967770140687,"10^4",0.00353940960785914
"478",0.00307866627154617,"10^4",0.00384027966369026
"479",0.00336144304961765,"10^4",0.00416688783290562
"480",0.00367019299241813,"10^4",0.00452144747553686
"481",0.00400730174593538,"10^4",0.00490636313685373
"482",0.0043753740787338,"10^4",0.00532424712902067
"483",0.00477725400845429,"10^4",0.00577793756117951
"484",0.00521604677694144,"10^4",0.00627051794711804
"485",0.00569514284379537,"10^4",0.00680533853011318
"486",0.00621824408374123,"10^4",0.00738603947589405
"487",0.00678939239023802,"10^4",0.00801657609116528
"488",0.00741300090634078,"10^4",0.00870124623382485
"489",0.00809388812413047,"10^4",0.00944472008618403
"490",0.00883731511619062,"10^4",0.0102520724695498
"491",0.00964902618681073,"10^4",0.0111288178941659
"492",0.0105352932570195,"10^4",0.0120809485590781
"493",0.0115029643264017,"10^4",0.0131149755643069
"494",0.0125595163861537,"10^4",0.0142379736470214
"495",0.0137131131922241,"10^4",0.0154576298376174
"496",0.0149726683449426,"10^4",0.0167822964989623
"497",0.016347914162538,"10^4",0.018221049274869
"498",0.0178494768807179,"10^4",0.0197837504844121
"499",0.0194889587593613,"10^4",0.0214811184348182
"500",0.0212790277307449,"10^4",0.0233248029616527
"501",0.0232335152819961,"10^4",0.0253274672275134
"502",0.02536752332809,"10^4",0.027502875430733
"503",0.0276975409011762,"10^4",0.029865985617091
"504",0.0302415715578683,"10^4",0.0324330463158359
"505",0.0330192724889463,"10^4",0.0352216952918504
"506",0.0360521064063423,"10^4",0.0382510583865802
"507",0.0393635073810104,"10^4",0.041541846281668
"508",0.0429790619130723,"10^4",0.0451164470367037
"509",0.0469267066333328,"10^4",0.0489990124759027
"510",0.0512369441637602,"10^4",0.053215536773923
"511",0.0559430788048429,"10^4",0.057793925928068
"512",0.061081473870927,"10^4",0.0627640569474226
"513",0.066691832661912,"10^4",0.0681578255919014
"514",0.0728175052423136,"10^4",0.0740091810979798
"515",0.0795058233981114,"10^4",0.0803541456573544
"516",0.0868084663595217,"10^4",0.0872308153411597
"517",0.09478186011556,"10^4",0.0946793378832727
"518",0.103487613405812,"10^4",0.102741861219715
"519",0.112992993758228,"10^4",0.111462445136261
"520",0.123371447251193,"10^4",0.120886926833344
"521",0.134703166015951,"10^4",0.131062729813788
"522",0.14707570786437,"10^4",0.14203860416171
"523",0.160584672829767,"10^4",0.153864285241942
"524",0.175334441848303,"10^4",0.166590056898948
"525",0.191438983288556,"10^4",0.180266204589113
"526",0.20902273356118,"10^4",0.194942343441126
"527",0.228221558612926,"10^4",0.210666606209494
"528",0.249183803734285,"10^4",0.22748467657183
"529",0.272071439792412,"10^4",0.245438654277976
"530",0.297061314746,"10^4",0.264565740728669
"531",0.324346520112336,"10^4",0.284896736785315
"532",0.354137882944917,"10^4",0.306454349310797
"533",0.386665594849828,"10^4",0.329251309754786
"534",0.422180990627953,"10^4",0.353288316979387
"535",0.460958490286219,"10^4",0.378551828697826
"536",0.503297719423376,"10^4",0.405011741158726
"537",0.549525824374092,"10^4",0.432619016021239
"538",0.6,"10^4",0.461303336797104
"539",0.000823977693280469,"10^5",0.00103842801583332
"540",0.000899660387264576,"10^5",0.00112814877503845
"541",0.000982294568182617,"10^5",0.00122565185262884
"542",0.00107251873300198,"10^5",0.00133161457588591
"543",0.00117103002490219,"10^5",0.00144677339849912
"544",0.00127858961995388,"10^5",0.00157192907573149
"545",0.00139602860856651,"10^5",0.00170795229328913
"546",0.00152425441714945,"10^5",0.00185578979035781
"547",0.00166425781960537,"10^5",0.00201647101976543
"548",0.00181712059283214,"10^5",0.00219111539289578
"549",0.00198402387538584,"10^5",0.00238094016020112
"550",0.00216625729389038,"10^5",0.00258726898392372
"551",0.00236522892771171,"10^5",0.00281154126303902
"552",0.00258247618889143,"10^5",0.00305532227767395
"553",0.00281967770140687,"10^5",0.00332031422403556
"554",0.00307866627154617,"10^5",0.00360836822024602
"555",0.00336144304961765,"10^5",0.00392149736807062
"556",0.00367019299241813,"10^5",0.0042618909654283
"557",0.00400730174593538,"10^5",0.00463192997303486
"558",0.0043753740787338,"10^5",0.00503420384684219
"559",0.00477725400845429,"10^5",0.00547152885758756
"560",0.00521604677694144,"10^5",0.00594696802760661
"561",0.00569514284379537,"10^5",0.0064638528216225
"562",0.00621824408374123,"10^5",0.00702580673694891
"563",0.00678939239023802,"10^5",0.00763677094554432
"564",0.00741300090634078,"10^5",0.0083010321496489
"565",0.00809388812413047,"10^5",0.00902325282965151
"566",0.00883731511619062,"10^5",0.00980850408780936
"567",0.00964902618681073,"10^5",0.0106623013274832
"568",0.0105352932570195,"10^5",0.011590643053035
"569",0.0115029643264017,"10^5",0.0126000531329005
"570",0.0125595163861537,"10^5",0.0136976269147391
"571",0.0137131131922241,"10^5",0.0148910816130813
"572",0.0149726683449426,"10^5",0.0161888113858617
"573",0.016347914162538,"10^5",0.017599947448703
"574",0.0178494768807179,"10^5",0.0191344234523024
"575",0.0194889587593613,"10^5",0.0208030461457433
"576",0.0212790277307449,"10^5",0.0226175710908258
"577",0.0232335152819961,"10^5",0.0245907829060325
"578",0.02536752332809,"10^5",0.0267365792289821
"579",0.0276975409011762,"10^5",0.0290700573563503
